cas_confirmes;cas_confirmes_ehpad;deces;deces_ehpad;reanimation;hospitalises;gueris
;;588;;3;15;2133
;;252;;1;43;1169
;;253;;1;7;1261
;;1529;;11;143;6573
;;500;;1;24;2050
;;374;;0;8;1189
;;81;;3;16;420
;;440;;5;28;1960
;;368;;1;28;1230
;;234;;0;32;1031
;;3622;;80;425;21390
;;600;;6;66;2664
;;135;;0;6;586
;;159;;3;15;659
;;326;;6;39;1176
;;513;;1;16;1572
;;219;;0;0;924
;;941;;8;107;3778
;;247;;3;21;1256
;;97;;6;19;590
;;221;;3;88;863
;;521;;11;40;2414
;;771;;8;46;2939
;;498;;1;90;1951
;;514;;6;22;2885
;;264;;6;57;1133
;;118;;2;21;502
;;88;;0;5;452
;;650;;6;72;2984
;;812;;17;118;5276
;;101;;1;5;464
;;1074;;19;131;5443
;;987;;12;87;4687
;;709;;9;156;3558
;;266;;4;25;1037
;;497;;9;51;2204
;;1766;;12;171;7654
;;484;;0;10;1992
;;247;;2;23;902
;;329;;1;39;1628
;;1365;;17;99;5894
;;253;;1;38;1285
;;842;;8;48;3976
;;654;;18;112;3104
;;100;;0;3;409
;;185;;1;6;872
;;119;;0;6;444
;;710;;11;56;3384
;;376;;8;69;1513
;;907;;12;110;3581
;;371;;1;12;1374
;;276;;2;7;1291
;;1214;;15;118;4693
;;382;;1;9;1401
;;432;;6;86;2057
;;2408;;17;93;7594
;;333;;1;46;1070
;;3869;;100;465;17200
;;1386;;16;204;5108
;;356;;3;42;1704
;;1946;;28;289;8278
;;745;;7;76;2763
;;480;;2;56;2036
;;209;;1;7;976
;;331;;7;47;1399
;;1730;;15;138;7282
;;1518;;10;58;6228
;;3176;;38;169;15383
;;265;;3;14;1302
;;1105;;5;58;4722
;;609;;4;35;2985
;;699;;4;47;2880
;;1030;;7;43;4965
;;4549;;105;332;20676
;;1547;;32;225;6624
;;2041;;43;150;9118
;;1841;;24;149;8489
;;256;;1;5;1135
;;939;;18;178;3147
;;378;;2;26;1409
;;222;;4;13;906
;;1486;;17;124;6117
;;899;;4;82;4058
;;292;;0;21;1642
;;268;;0;10;1344
;;328;;5;38;1225
;;859;;1;51;2890
;;586;;4;83;2272
;;600;;2;10;2200
;;1893;;33;212;9681
;;2719;;48;357;14839
;;2476;;47;395;13563
;;2984;;17;140;13992
;;2037;;17;153;9440
;;310;;17;97;1503
;;98;;4;18;820
;;141;;35;106;3019
;;246;;38;155;2034
;;131;;0;0;1272
;;84638;;1162;8232;384338
;;310;;17;97;1503
;;98;;4;18;820
;;141;;35;106;3019
;;246;;38;155;2034
;;131;;0;0;1272
;;20540;;334;1888;99798
;;2773;;39;265;12430
;;4835;;34;368;19750
;;3377;;50;492;14456
;;9253;;167;1192;38043
;;10203;;77;625;38192
;;2729;;25;167;13278
;;1652;;24;320;8004
;;3860;;48;430;17169
;;4592;;54;460;21635
;;11651;;100;799;51413
;;8041;;114;824;40568
;;206;;2;26;954
;;624;;2;64;2881
;;1113;;5;57;4311
;;588;;3;16;2133
;;252;;1;40;1172
;;253;;1;7;1261
;;1529;;11;145;6573
;;500;;1;24;2050
;;374;;0;8;1189
;;81;;3;16;420
;;441;;3;21;1967
;;368;;1;28;1230
;;234;;0;29;1034
;;3622;;80;409;21407
;;600;;6;60;2670
;;135;;0;6;585
;;159;;3;15;659
;;326;;4;39;1176
;;513;;1;16;1572
;;219;;0;0;924
;;941;;8;107;3778
;;247;;3;21;1256
;;97;;6;19;591
;;221;;3;88;863
;;521;;10;38;2416
;;772;;6;43;2941
;;499;;1;77;1964
;;514;;6;23;2886
;;264;;6;54;1136
;;118;;2;21;502
;;88;;0;5;452
;;651;;4;71;2985
;;812;;17;118;5276
;;101;;1;4;465
;;1075;;20;131;5444
;;987;;12;85;4688
;;709;;9;155;3559
;;266;;4;25;1037
;;497;;9;51;2204
;;1767;;12;164;7661
;;484;;0;10;1992
;;247;;2;23;903
;;329;;1;39;1628
;;1365;;17;100;5893
;;253;;1;37;1286
;;842;;7;49;3977
;;654;;17;109;3107
;;100;;0;2;410
;;185;;1;5;873
;;119;;0;6;444
;;710;;10;57;3384
;;376;;8;68;1514
;;909;;6;85;3604
;;371;;1;12;1374
;;276;;2;8;1291
;;1214;;14;116;4695
;;382;;1;8;1402
;;432;;6;85;2059
;;2409;;17;81;7619
;;333;;1;42;1074
;;3869;;99;460;17208
;;1386;;16;192;5120
;;356;;3;42;1704
;;1946;;28;288;8279
;;745;;7;75;2764
;;480;;2;56;2037
;;209;;1;8;976
;;331;;5;47;1399
;;1730;;15;129;7286
;;1518;;9;53;6233
;;3176;;35;164;15390
;;265;;2;13;1303
;;1105;;5;58;4724
;;609;;4;31;2989
;;699;;3;51;2880
;;1030;;6;43;4965
;;4549;;100;323;20687
;;1547;;32;228;6624
;;2042;;39;143;9126
;;1844;;22;142;8494
;;256;;0;5;1135
;;939;;18;178;3147
;;378;;2;26;1409
;;222;;4;14;906
;;1487;;15;122;6118
;;899;;4;83;4058
;;292;;0;17;1647
;;268;;0;10;1344
;;328;;4;35;1227
;;859;;1;46;2896
;;586;;4;83;2273
;;600;;2;8;2202
;;1893;;35;209;9685
;;2719;;48;351;14848
;;2476;;46;396;13566
;;2985;;18;141;13995
;;2040;;15;144;9451
;;312;;17;107;1510
;;98;;4;18;820
;;142;;35;108;3026
;;248;;42;155;2046
;;131;;0;0;1272
;;84662;;1123;8044;384616
;;312;;17;107;1510
;;98;;4;18;820
;;142;;35;108;3026
;;248;;42;155;2046
;;131;;0;0;1272
;;20548;;323;1849;99852
;;2773;;38;263;12434
;;4835;;32;359;19762
;;3378;;50;475;14476
;;9253;;166;1175;38065
;;10207;;67;559;38265
;;2729;;23;162;13288
;;1652;;24;315;8010
;;3861;;45;426;17176
;;4593;;50;454;21642
;;11654;;93;787;51429
;;8042;;112;806;40589
;;206;;2;26;954
;;624;;2;64;2878
;;1113;;5;58;4311
;;588;;3;15;2133
;;252;;1;41;1172
;;253;;1;7;1261
;;1529;;11;145;6574
;;500;;1;21;2053
;;374;;0;6;1191
;;81;;3;16;420
;;441;;2;20;1968
;;368;;1;28;1230
;;234;;0;29;1034
;;3623;;78;408;21408
;;601;;6;61;2668
;;135;;0;5;586
;;159;;3;15;659
;;326;;3;42;1176
;;513;;0;14;1573
;;219;;0;0;924
;;941;;8;106;3779
;;247;;3;21;1256
;;97;;6;19;591
;;221;;3;88;863
;;521;;10;36;2419
;;772;;6;42;2942
;;499;;1;77;1964
;;514;;6;24;2886
;;264;;6;52;1138
;;118;;2;20;503
;;88;;0;5;452
;;651;;4;70;2987
;;812;;17;118;5276
;;101;;1;3;467
;;1076;;18;130;5444
;;987;;12;84;4691
;;709;;9;154;3560
;;266;;4;25;1037
;;497;;9;51;2204
;;1768;;11;163;7658
;;484;;0;10;1992
;;247;;2;24;903
;;329;;1;38;1630
;;1365;;16;100;5892
;;253;;1;37;1286
;;842;;7;48;3979
;;654;;17;111;3107
;;100;;0;2;410
;;185;;1;5;873
;;119;;0;6;444
;;712;;9;55;3384
;;376;;8;67;1515
;;909;;6;85;3604
;;371;;1;12;1374
;;276;;2;9;1291
;;1214;;14;113;4698
;;382;;1;8;1402
;;432;;6;84;2062
;;2409;;16;80;7619
;;333;;1;42;1074
;;3869;;98;456;17213
;;1386;;16;192;5121
;;356;;3;39;1707
;;1946;;28;289;8281
;;745;;7;74;2765
;;480;;2;54;2039
;;209;;1;7;977
;;331;;5;47;1399
;;1731;;16;122;7293
;;1518;;9;53;6233
;;3176;;35;155;15392
;;265;;2;13;1303
;;1105;;5;58;4724
;;609;;4;31;2989
;;699;;3;49;2882
;;1030;;6;43;4963
;;4553;;98;309;20698
;;1547;;30;227;6626
;;2042;;38;140;9132
;;1844;;22;141;8495
;;256;;0;5;1135
;;939;;18;178;3147
;;378;;2;26;1409
;;222;;5;12;909
;;1487;;15;121;6120
;;899;;4;83;4058
;;292;;0;11;1653
;;268;;0;10;1344
;;328;;4;30;1232
;;859;;1;46;2896
;;586;;3;77;2279
;;600;;1;5;2205
;;1895;;35;180;9720
;;2719;;49;347;14854
;;2476;;44;388;13573
;;2985;;18;138;13997
;;2040;;14;144;9453
;;314;;16;104;1517
;;98;;4;18;820
;;143;;32;112;3027
;;249;;44;159;2054
;;131;;0;0;1272
;;84679;;1102;7912;384781
;;314;;16;104;1517
;;98;;4;18;820
;;143;;32;112;3027
;;249;;44;159;2054
;;131;;0;0;1272
;;20554;;318;1787;99922
;;2773;;37;263;12437
;;4835;;30;347;19775
;;3379;;48;471;14480
;;9253;;165;1173;38073
;;10208;;66;545;38278
;;2731;;22;154;13296
;;1652;;24;311;8016
;;3862;;42;422;17183
;;4593;;51;448;21653
;;11655;;91;768;51430
;;8043;;110;805;40593
;;206;;2;25;955
;;624;;2;64;2878
;;1113;;5;58;4311
;;588;;3;15;2133
;;252;;1;41;1172
;;253;;1;7;1261
;;1529;;11;145;6574
;;500;;1;21;2053
;;374;;0;6;1191
;;81;;3;16;420
;;441;;2;20;1968
;;368;;1;28;1230
;;234;;0;29;1034
;;3625;;78;403;21413
;;602;;7;60;2669
;;135;;0;5;586
;;159;;3;15;659
;;326;;3;42;1176
;;513;;0;14;1573
;;219;;0;0;924
;;941;;8;106;3779
;;247;;3;21;1256
;;97;;6;19;591
;;221;;3;88;863
;;521;;10;36;2419
;;772;;6;42;2942
;;500;;1;76;1964
;;514;;6;24;2886
;;264;;6;52;1138
;;118;;2;20;503
;;88;;0;5;452
;;651;;4;70;2987
;;812;;17;118;5276
;;101;;1;3;467
;;1076;;18;130;5444
;;987;;12;84;4691
;;709;;9;154;3560
;;266;;4;25;1037
;;497;;9;51;2204
;;1768;;12;163;7658
;;484;;0;10;1992
;;247;;2;24;903
;;329;;1;38;1630
;;1365;;16;100;5892
;;253;;1;37;1286
;;842;;7;47;3981
;;654;;17;111;3107
;;100;;0;2;410
;;185;;1;5;873
;;119;;0;6;444
;;712;;9;55;3384
;;376;;7;67;1515
;;909;;6;85;3604
;;372;;0;11;1374
;;276;;2;9;1291
;;1214;;14;113;4698
;;382;;1;8;1402
;;432;;6;84;2062
;;2409;;16;80;7619
;;333;;1;42;1074
;;3869;;98;456;17213
;;1386;;16;192;5121
;;356;;3;38;1707
;;1946;;28;289;8281
;;745;;7;74;2765
;;480;;2;55;2039
;;209;;1;7;977
;;331;;5;48;1399
;;1731;;16;122;7294
;;1518;;9;53;6233
;;3176;;35;155;15392
;;265;;2;13;1303
;;1105;;5;58;4724
;;609;;4;31;2989
;;699;;3;49;2882
;;1030;;6;43;4963
;;4553;;98;309;20698
;;1547;;30;227;6626
;;2042;;38;144;9133
;;1844;;22;142;8496
;;256;;0;5;1135
;;939;;18;178;3147
;;378;;2;25;1410
;;222;;5;12;909
;;1487;;15;123;6120
;;899;;4;83;4058
;;292;;0;11;1653
;;268;;0;10;1344
;;328;;4;30;1232
;;859;;0;45;2897
;;586;;3;77;2279
;;600;;1;5;2205
;;1895;;37;181;9720
;;2719;;51;352;14854
;;2477;;43;387;13574
;;2986;;17;134;14000
;;2040;;14;144;9453
;;314;;16;104;1517
;;98;;6;21;822
;;144;;34;113;3034
;;250;;41;158;2059
;;131;;0;0;1272
;;84688;;1104;7913;384812
;;314;;16;104;1517
;;98;;6;21;822
;;144;;34;113;3034
;;250;;41;158;2059
;;131;;0;0;1272
;;20556;;320;1793;99928
;;2773;;37;263;12437
;;4835;;30;347;19775
;;3381;;48;468;14481
;;9253;;165;1173;38073
;;10209;;64;543;38280
;;2731;;22;153;13298
;;1652;;24;311;8016
;;3862;;42;423;17183
;;4593;;51;448;21654
;;11655;;92;768;51430
;;8045;;110;802;40598
;;206;;2;25;955
;;624;;2;64;2878
;;1113;;6;54;4317
;;588;;3;15;2133
;;253;;1;38;1174
;;253;;1;7;1261
;;1530;;14;147;6577
;;501;;1;17;2057
;;374;;0;4;1193
;;81;;3;13;423
;;441;;2;19;1970
;;368;;1;28;1230
;;234;;0;29;1034
;;3628;;79;398;21428
;;602;;7;60;2669
;;135;;0;6;586
;;159;;3;15;660
;;326;;3;44;1176
;;513;;0;14;1573
;;219;;0;0;924
;;943;;6;96;3789
;;247;;3;21;1257
;;97;;6;19;591
;;221;;3;87;864
;;521;;10;34;2422
;;773;;5;39;2944
;;500;;2;75;1966
;;514;;6;23;2889
;;264;;6;52;1138
;;118;;2;20;503
;;88;;0;5;452
;;651;;4;70;2987
;;813;;16;118;5276
;;101;;1;3;467
;;1077;;15;128;5446
;;987;;12;84;4693
;;709;;7;154;3561
;;266;;4;25;1037
;;497;;9;50;2205
;;1768;;13;165;7660
;;484;;0;9;1993
;;247;;4;27;904
;;329;;2;40;1630
;;1365;;16;96;5897
;;253;;1;37;1286
;;842;;7;45;3984
;;654;;17;110;3108
;;100;;0;2;410
;;185;;1;4;874
;;119;;0;5;445
;;712;;10;56;3385
;;376;;7;66;1516
;;909;;5;74;3614
;;372;;0;11;1374
;;276;;2;9;1291
;;1214;;14;112;4700
;;382;;1;8;1402
;;432;;5;83;2064
;;2410;;15;79;7619
;;333;;1;42;1074
;;3873;;94;449;17221
;;1386;;16;197;5122
;;356;;3;38;1707
;;1946;;28;287;8283
;;746;;3;72;2766
;;480;;1;55;2040
;;209;;1;7;977
;;331;;5;48;1399
;;1733;;16;117;7299
;;1519;;10;52;6235
;;3177;;33;146;15401
;;265;;2;13;1304
;;1105;;5;57;4725
;;609;;4;32;2990
;;699;;4;47;2884
;;1030;;6;44;4964
;;4553;;93;303;20707
;;1547;;30;235;6628
;;2043;;41;142;9139
;;1845;;21;138;8501
;;256;;0;5;1137
;;939;;16;176;3149
;;379;;2;24;1410
;;222;;5;12;909
;;1488;;14;120;6122
;;901;;4;79;4061
;;292;;0;11;1653
;;268;;0;11;1344
;;328;;4;29;1233
;;859;;0;45;2897
;;586;;3;80;2282
;;600;;1;5;2205
;;1896;;40;178;9724
;;2722;;49;343;14863
;;2477;;42;387;13574
;;2987;;13;131;14002
;;2042;;13;141;9455
;;314;;16;104;1517
;;98;;5;24;822
;;145;;30;110;3041
;;251;;40;157;2069
;;131;;0;0;1272
;;84724;;1077;7806;385013
;;314;;16;104;1517
;;98;;5;24;822
;;145;;30;110;3041
;;251;;40;157;2069
;;131;;0;0;1272
;;20565;;312;1763;99965
;;2773;;38;262;12442
;;4837;;28;336;19794
;;3381;;49;474;14486
;;9257;;160;1163;38092
;;10213;;63;521;38303
;;2731;;23;153;13303
;;1652;;21;310;8020
;;3863;;40;424;17193
;;4595;;50;443;21660
;;11659;;87;748;51456
;;8053;;113;789;40623
;;206;;2;25;955
;;624;;2;63;2880
;;1113;;7;54;4319
;;588;;3;12;2136
;;253;;1;38;1174
;;253;;1;9;1261
;;1531;;14;147;6577
;;501;;1;16;2058
;;374;;0;4;1193
;;81;;3;13;423
;;441;;2;20;1970
;;368;;1;26;1232
;;234;;0;29;1034
;;3628;;79;396;21438
;;603;;5;58;2671
;;135;;0;6;586
;;159;;3;15;660
;;326;;3;40;1179
;;513;;0;14;1573
;;219;;0;0;924
;;943;;6;97;3789
;;247;;2;20;1258
;;97;;6;19;591
;;221;;3;87;864
;;521;;9;34;2422
;;773;;6;41;2943
;;500;;1;72;1966
;;515;;5;21;2891
;;264;;6;53;1137
;;118;;2;20;503
;;88;;0;5;452
;;651;;3;70;2989
;;814;;15;116;5277
;;101;;1;3;467
;;1077;;15;128;5448
;;987;;12;84;4693
;;713;;7;140;3571
;;266;;4;25;1037
;;497;;8;50;2206
;;1770;;10;163;7664
;;484;;2;12;1993
;;247;;4;23;908
;;329;;2;38;1632
;;1365;;15;95;5899
;;253;;1;37;1287
;;843;;7;42;3986
;;654;;16;108;3113
;;100;;0;2;410
;;185;;1;4;874
;;119;;0;5;445
;;712;;10;57;3385
;;376;;7;66;1516
;;909;;5;74;3614
;;372;;0;11;1375
;;276;;2;9;1292
;;1214;;14;114;4702
;;382;;2;9;1402
;;432;;5;82;2065
;;2410;;15;78;7621
;;333;;1;42;1074
;;3875;;87;436;17237
;;1386;;15;189;5130
;;356;;3;37;1708
;;1948;;29;282;8287
;;747;;2;68;2771
;;480;;1;53;2042
;;209;;1;7;977
;;331;;5;46;1401
;;1733;;14;114;7302
;;1520;;8;50;6236
;;3177;;30;142;15408
;;265;;1;13;1304
;;1106;;5;54;4729
;;609;;4;30;2994
;;699;;4;47;2885
;;1030;;6;43;4965
;;4555;;85;295;20722
;;1547;;26;230;6633
;;2044;;41;140;9145
;;1846;;18;114;8528
;;256;;0;5;1137
;;939;;15;174;3149
;;379;;2;22;1413
;;222;;5;12;910
;;1489;;13;119;6122
;;903;;3;64;4075
;;292;;0;8;1657
;;268;;0;12;1345
;;328;;4;29;1233
;;859;;0;45;2897
;;586;;4;79;2284
;;600;;0;5;2205
;;1896;;39;175;9727
;;2725;;47;330;14877
;;2478;;45;383;13584
;;2987;;13;131;14004
;;2043;;11;131;9470
;;316;;14;102;1529
;;98;;7;26;822
;;146;;32;117;3048
;;252;;38;162;2076
;;131;;0;0;1272
;;84758;;1032;7637;385289
;;316;;14;102;1529
;;98;;7;26;822
;;146;;32;117;3048
;;252;;38;162;2076
;;131;;0;0;1272
;;20574;;299;1699;100057
;;2774;;35;256;12452
;;4838;;28;336;19800
;;3382;;42;463;14494
;;9261;;153;1135;38122
;;10214;;60;519;38312
;;2732;;23;146;13314
;;1656;;20;295;8031
;;3863;;40;415;17205
;;4596;;48;435;21671
;;11662;;80;733;51482
;;8057;;111;773;40647
;;206;;2;25;955
;;624;;2;63;2881
;;1115;;4;47;4326
;;588;;3;12;2137
;;253;;1;38;1174
;;253;;1;9;1262
;;1531;;14;148;6578
;;501;;1;16;2058
;;374;;0;3;1194
;;81;;3;13;423
;;441;;2;20;1970
;;368;;0;25;1233
;;234;;0;29;1035
;;3629;;75;393;21446
;;603;;5;56;2673
;;135;;0;6;586
;;159;;2;15;660
;;326;;3;39;1180
;;513;;0;14;1573
;;219;;0;0;924
;;943;;6;97;3789
;;248;;1;19;1258
;;97;;6;19;591
;;221;;3;87;864
;;521;;9;33;2424
;;773;;7;43;2943
;;500;;1;72;1966
;;515;;6;19;2893
;;264;;6;53;1137
;;118;;1;20;503
;;88;;0;5;452
;;651;;4;71;2989
;;814;;15;115;5280
;;101;;1;3;468
;;1077;;15;126;5450
;;988;;11;81;4697
;;713;;7;140;3572
;;267;;4;18;1045
;;499;;7;49;2205
;;1770;;9;162;7666
;;485;;2;12;1993
;;247;;4;21;910
;;329;;2;37;1633
;;1366;;14;93;5900
;;253;;1;37;1287
;;843;;6;41;3987
;;654;;15;109;3113
;;100;;0;2;410
;;185;;1;4;874
;;119;;0;5;445
;;712;;9;58;3386
;;376;;6;64;1518
;;910;;4;73;3614
;;372;;0;11;1375
;;276;;2;8;1293
;;1214;;14;114;4702
;;382;;2;9;1402
;;432;;5;82;2066
;;2411;;14;75;7623
;;333;;1;42;1074
;;3876;;84;429;17241
;;1386;;14;184;5134
;;356;;3;37;1708
;;1948;;29;281;8290
;;747;;2;67;2772
;;480;;1;53;2044
;;210;;0;6;977
;;331;;5;46;1402
;;1733;;11;109;7307
;;1521;;7;48;6237
;;3178;;32;136;15415
;;265;;1;12;1304
;;1106;;5;52;4731
;;609;;4;30;2995
;;699;;5;46;2886
;;1030;;5;37;4971
;;4557;;84;296;20728
;;1547;;26;230;6636
;;2047;;36;130;9151
;;1847;;19;120;8536
;;257;;0;3;1138
;;939;;16;177;3149
;;380;;2;20;1414
;;222;;6;13;910
;;1489;;12;118;6125
;;903;;3;63;4078
;;292;;0;7;1658
;;268;;0;13;1345
;;328;;4;29;1233
;;859;;0;42;2899
;;586;;4;79;2287
;;600;;0;4;2207
;;1896;;37;172;9733
;;2725;;46;331;14878
;;2478;;45;377;13590
;;2987;;13;129;14007
;;2045;;11;135;9487
;;316;;14;103;1530
;;98;;7;27;824
;;148;;28;113;3060
;;252;;39;160;2089
;;131;;0;0;1274
;;84786;;997;7539;385490
;;316;;14;103;1530
;;98;;7;27;824
;;148;;28;113;3060
;;252;;39;160;2089
;;131;;0;0;1274
;;20582;;291;1690;100110
;;2777;;34;246;12462
;;4839;;28;331;19809
;;3382;;41;459;14501
;;9264;;147;1118;38140
;;10217;;54;504;38323
;;2732;;21;144;13319
;;1657;;19;294;8033
;;3864;;39;409;17213
;;4599;;47;429;21683
;;11664;;81;718;51502
;;8058;;106;769;40663
;;206;;1;25;955
;;624;;2;62;2882
;;1115;;4;45;4328
;;588;;3;12;2137
;;254;;1;37;1174
;;253;;1;7;1264
;;1531;;13;147;6582
;;501;;1;15;2059
;;374;;0;3;1194
;;81;;3;13;423
;;441;;2;20;1970
;;368;;0;25;1233
;;234;;0;29;1035
;;3630;;72;385;21458
;;603;;6;57;2674
;;135;;0;5;587
;;159;;2;12;663
;;326;;2;38;1181
;;513;;0;14;1573
;;219;;0;0;924
;;943;;6;95;3792
;;248;;1;19;1258
;;97;;3;16;594
;;221;;3;87;864
;;522;;8;29;2427
;;773;;7;42;2944
;;500;;1;71;1967
;;515;;6;19;2893
;;264;;6;51;1139
;;118;;1;20;503
;;88;;0;5;452
;;651;;4;71;2989
;;814;;15;114;5281
;;101;;1;4;468
;;1077;;16;124;5453
;;989;;9;80;4699
;;714;;6;139;3573
;;267;;4;18;1045
;;499;;6;49;2206
;;1770;;7;161;7668
;;485;;2;11;1994
;;249;;4;18;911
;;330;;2;37;1633
;;1366;;13;86;5907
;;253;;1;37;1287
;;844;;6;38;3990
;;654;;14;102;3121
;;100;;0;2;410
;;185;;1;3;875
;;119;;0;5;445
;;712;;9;57;3388
;;376;;6;63;1520
;;910;;4;73;3614
;;372;;0;11;1375
;;276;;2;8;1293
;;1214;;14;112;4704
;;382;;2;9;1402
;;432;;5;81;2067
;;2411;;13;73;7625
;;333;;1;42;1074
;;3876;;79;422;17250
;;1386;;14;185;5134
;;356;;2;37;1708
;;1948;;28;278;8294
;;747;;3;67;2773
;;480;;1;53;2044
;;210;;1;7;977
;;331;;4;48;1402
;;1733;;12;97;7319
;;1521;;8;47;6239
;;3179;;27;132;15421
;;265;;1;11;1305
;;1106;;5;52;4731
;;609;;4;30;2995
;;699;;4;44;2888
;;1030;;5;37;4971
;;4560;;82;291;20731
;;1547;;26;231;6636
;;2047;;36;126;9156
;;1847;;21;123;8537
;;257;;1;4;1138
;;939;;16;177;3149
;;380;;2;20;1414
;;223;;6;13;910
;;1489;;12;110;6134
;;903;;3;63;4080
;;292;;0;7;1658
;;268;;0;14;1345
;;328;;4;29;1233
;;859;;0;42;2899
;;586;;5;78;2290
;;600;;0;3;2208
;;1896;;37;173;9733
;;2726;;45;327;14889
;;2482;;43;359;13618
;;2987;;12;121;14019
;;2045;;11;135;9489
;;316;;13;102;1532
;;98;;7;26;824
;;150;;31;99;3081
;;256;;39;156;2101
;;131;;0;0;1274
;;84811;;971;7384;385720
;;316;;13;102;1532
;;98;;7;26;824
;;150;;31;99;3081
;;256;;39;156;2101
;;131;;0;0;1274
;;20590;;287;1655;100172
;;2778;;32;239;12471
;;4840;;28;321;19821
;;3382;;41;459;14505
;;9264;;141;1107;38155
;;10217;;55;487;38341
;;2733;;21;140;13324
;;1658;;18;290;8037
;;3866;;37;398;17225
;;4601;;45;431;21686
;;11665;;73;700;51524
;;8060;;102;749;40692
;;206;;1;25;955
;;624;;2;61;2884
;;1115;;4;45;4328
;;589;;1;11;2137
;;254;;1;37;1174
;;253;;1;6;1265
;;1531;;13;126;6604
;;501;;1;14;2060
;;374;;0;3;1194
;;81;;3;12;424
;;441;;2;21;1969
;;368;;0;26;1233
;;234;;0;29;1035
;;3630;;71;379;21471
;;603;;6;60;2675
;;135;;0;4;588
;;159;;2;12;663
;;326;;2;38;1182
;;513;;0;13;1574
;;219;;0;0;924
;;943;;6;94;3793
;;248;;1;20;1258
;;97;;3;17;594
;;221;;3;87;864
;;522;;7;28;2428
;;773;;8;41;2946
;;500;;1;72;1967
;;515;;6;18;2894
;;264;;7;50;1140
;;118;;1;20;503
;;88;;1;6;452
;;651;;4;71;2989
;;814;;15;114;5281
;;101;;1;3;469
;;1077;;18;124;5455
;;989;;9;79;4700
;;714;;7;141;3573
;;269;;2;15;1047
;;499;;6;48;2211
;;1770;;6;159;7671
;;485;;2;10;1995
;;249;;4;19;911
;;330;;2;37;1633
;;1366;;12;82;5914
;;253;;1;37;1287
;;844;;5;40;3990
;;654;;14;100;3123
;;100;;0;2;410
;;185;;1;3;875
;;119;;0;5;445
;;712;;9;57;3389
;;376;;6;65;1520
;;910;;4;74;3614
;;372;;0;11;1375
;;277;;1;6;1294
;;1214;;14;112;4705
;;382;;1;9;1402
;;432;;5;79;2069
;;2411;;12;73;7626
;;333;;1;42;1074
;;3878;;79;411;17262
;;1387;;15;185;5136
;;356;;2;37;1708
;;1948;;28;278;8294
;;747;;3;65;2775
;;481;;2;52;2045
;;210;;1;7;977
;;332;;4;45;1404
;;1733;;10;96;7322
;;1521;;8;46;6240
;;3180;;28;134;15422
;;265;;1;11;1305
;;1106;;5;51;4733
;;609;;4;30;2995
;;699;;4;44;2889
;;1030;;5;37;4971
;;4561;;79;284;20759
;;1547;;28;228;6642
;;2047;;36;119;9165
;;1847;;22;124;8539
;;257;;1;3;1139
;;939;;16;176;3150
;;380;;2;20;1414
;;223;;6;13;910
;;1490;;10;109;6137
;;903;;3;60;4084
;;292;;0;8;1658
;;268;;1;14;1345
;;328;;4;28;1234
;;859;;0;40;2901
;;586;;5;77;2291
;;600;;0;3;2208
;;1896;;35;172;9737
;;2727;;43;318;14898
;;2483;;42;359;13625
;;2987;;12;117;14026
;;2045;;9;133;9492
;;318;;12;100;1535
;;98;;11;29;827
;;151;;27;94;3096
;;257;;35;151;2116
;;131;;0;0;1274
;;84829;;953;7275;385950
;;318;;12;100;1535
;;98;;11;29;827
;;151;;27;94;3096
;;257;;35;151;2116
;;131;;0;0;1274
;;20593;;278;1626;100241
;;2780;;30;231;12482
;;4840;;27;316;19827
;;3382;;43;462;14512
;;9267;;142;1095;38170
;;10217;;51;485;38348
;;2734;;19;141;13326
;;1658;;20;290;8040
;;3867;;41;397;17231
;;4602;;45;426;21691
;;11667;;71;689;51544
;;8061;;99;717;40735
;;206;;2;26;955
;;624;;2;62;2887
;;1115;;4;45;4328
;;589;;2;11;2137
;;254;;1;33;1178
;;254;;1;5;1265
;;1531;;13;126;6605
;;501;;1;14;2060
;;374;;0;3;1194
;;81;;3;11;426
;;441;;2;21;1969
;;368;;0;26;1233
;;234;;0;29;1035
;;3631;;70;368;21480
;;603;;6;62;2678
;;135;;0;4;588
;;159;;2;12;663
;;326;;2;38;1182
;;513;;0;13;1574
;;219;;0;0;924
;;943;;6;94;3793
;;248;;1;20;1258
;;97;;3;18;594
;;221;;3;87;864
;;522;;7;28;2428
;;773;;8;41;2946
;;500;;1;72;1967
;;515;;5;17;2896
;;264;;7;49;1140
;;118;;1;20;503
;;88;;1;6;452
;;651;;4;71;2989
;;815;;15;114;5281
;;101;;1;3;469
;;1077;;18;122;5458
;;989;;9;79;4700
;;714;;7;141;3573
;;269;;2;15;1047
;;499;;6;48;2211
;;1770;;6;159;7671
;;485;;2;10;1995
;;249;;4;19;911
;;330;;2;33;1638
;;1366;;12;81;5916
;;253;;1;37;1287
;;844;;5;40;3991
;;654;;14;99;3123
;;100;;0;2;410
;;185;;1;3;875
;;119;;0;5;445
;;712;;9;55;3391
;;376;;6;65;1520
;;910;;4;74;3614
;;372;;0;11;1375
;;277;;0;4;1296
;;1214;;14;112;4705
;;382;;1;9;1402
;;432;;5;81;2069
;;2411;;12;74;7626
;;334;;1;31;1085
;;3882;;80;409;17307
;;1388;;15;180;5140
;;356;;2;37;1708
;;1948;;28;280;8295
;;747;;3;65;2775
;;481;;2;52;2045
;;210;;1;7;977
